UF;COD_UF;COD_MUN;NOME_MUN;POPULACAO
SP;35;48104;Santo Antônio do Jardim;6065
SP;35;48203;Santo Antônio do Pinhal;6750
SP;35;48302;Santo Expedito;2988
SP;35;48401;Santópolis do Aguapeí;4572
SP;35;48500;Santos;433565
SP;35;48609;São Bento do Sapucaí;10848
SP;35;48708;São Bernardo do Campo;811489
SP;35;48807;São Caetano do Sul;157205
SP;35;48906;São Carlos;238958
SP;35;49003;São Francisco;2861
SP;35;49102;São João da Boa Vista;88477
SP;35;49201;São João das Duas Pontes;2618
SP;35;49250;São João de Iracema;1875
SP;35;49300;São João do Pau d'Alho;2145
SP;35;49409;São Joaquim da Barra;49690
SP;35;49508;São José da Bela Vista;8791
SP;35;49607;São José do Barreiro;4188
SP;35;49706;São José do Rio Pardo;54209
SP;35;49805;São José do Rio Preto;438354
SP;35;49904;São José dos Campos;681036
SP;35;49953;São Lourenço da Serra;15028
SP;35;50001;São Luís do Paraitinga;10726
SP;35;50100;São Manuel;40200
SP;35;50209;São Miguel Arcanjo;32696
SP;35;50308;São Paulo;11895893
SP;35;50407;São Pedro;33966
SP;35;50506;São Pedro do Turvo;7538
SP;35;50605;São Roque;85502
SP;35;50704;São Sebastião;81718
SP;35;50803;São Sebastião da Grama;12374
SP;35;50902;São Simão;15041
SP;35;51009;São Vicente;353040
SP;35;51108;Sarapuí;9734
SP;35;51207;Sarutaiá;3700
SP;35;51306;Sebastianópolis do Sul;3293
SP;35;51405;Serra Azul;12908
SP;35;51603;Serra Negra;28103
SP;35;51504;Serrana;42264
SP;35;51702;Sertãozinho;118864
SP;35;51801;Sete Barras;13190
SP;35;51900;Severínia;16646
SP;35;52007;Silveiras;6121
SP;35;52106;Socorro;39227
SP;35;52205;Sorocaba;637187
SP;35;52304;Sud Mennucci;7702
SP;35;52403;Sumaré;262308
SP;35;52551;Suzanápolis;3693
SP;35;52502;Suzano;282441
SP;35;52601;Tabapuã;12027
SP;35;52700;Tabatinga;15738
SP;35;52809;Taboão da Serra;268321
SP;35;52908;Taciba;6067
SP;35;53005;Taguaí;12314
SP;35;53104;Taiaçu;6179
SP;35;53203;Taiúva;5605
SP;35;53302;Tambaú;23187
SP;35;53401;Tanabi;25335
SP;35;53500;Tapiraí;8085
SP;35;53609;Tapiratiba;13084
SP;35;53658;Taquaral;2817
SP;35;53708;Taquaritinga;56398
SP;35;53807;Taquarituba;23123
SP;35;53856;Taquarivaí;5548
SP;35;53906;Tarabai;7099
SP;35;53955;Tarumã;14027
SP;35;54003;Tatuí;115515
SP;35;54102;Taubaté;299423
SP;35;54201;Tejupá;4788
SP;35;54300;Teodoro Sampaio;22551
SP;35;54409;Terra Roxa;9036
SP;35;54508;Tietê;39765
SP;35;54607;Timburi;2704
SP;35;54656;Torre de Pedra;2365
SP;35;54706;Torrinha;9801
SP;35;54755;Trabiju;1650
SP;35;54805;Tremembé;44399
SP;35;54904;Três Fronteiras;5694
SP;35;54953;Tuiuti;6452
SP;35;55000;Tupã;65596
SP;35;55109;Tupi Paulista;15066
SP;35;55208;Turiúba;2005
SP;35;55307;Turmalina;1912
SP;35;55356;Ubarana;5822
SP;35;55406;Ubatuba;85399
SP;35;55505;Ubirajara;4662
SP;35;55604;Uchoa;9927
SP;35;55703;União Paulista;1733
SP;35;55802;Urânia;9128
SP;35;55901;Uru;1240
SP;35;56008;Urupês;13426
SP;35;56107;Valentim Gentil;12217
SP;35;56206;Valinhos;118312
SP;35;56305;Valparaíso;24663
SP;35;56354;Vargem;9704
SP;35;56404;Vargem Grande do Sul;41547
SP;35;56453;Vargem Grande Paulista;47879
SP;35;56503;Várzea Paulista;115403
SP;35;56602;Vera Cruz;11014
SP;35;56701;Vinhedo;71217
SP;35;56800;Viradouro;18311
SP;35;56909;Vista Alegre do Alto;7830
SP;35;56958;Vitória Brasil;1815
SP;35;57006;Votorantim;116706
SP;35;57105;Votuporanga;90508
SP;35;57154;Zacarias;2542
PR;41;103;Abatiá;7852
PR;41;202;Adrianópolis;6374
PR;41;301;Agudos do Sul;8892
PR;41;400;Almirante Tamandaré;111586
PR;41;459;Altamira do Paraná;3544
PR;41;28625;Alto Paraíso;3116
PR;41;608;Alto Paraná;14427
PR;41;707;Alto Piquiri;10317
PR;41;509;Altônia;21619
PR;41;806;Alvorada do Sul;10965
PR;41;905;Amaporã;5885
PR;41;1002;Ampére;18439
PR;41;1051;Anahy;2922
PR;41;1101;Andirá;20931
PR;41;1150;Ângulo;2959
PR;41;1200;Antonina;19414
PR;41;1309;Antônio Olinto;7573
PR;41;1408;Apucarana;129265
PR;41;1507;Arapongas;113833
PR;41;1606;Arapoti;27362
PR;41;1655;Arapuã;3469
PR;41;1705;Araruna;13971
PR;41;1804;Araucária;131356
PR;41;1853;Ariranha do Ivaí;2389
PR;41;1903;Assaí;16322
PR;41;2000;Assis Chateaubriand;34008
PR;41;2109;Astorga;25862
PR;41;2208;Atalaia;4007
PR;41;2307;Balsa Nova;12200
PR;41;2406;Bandeirantes;32718
PR;41;2505;Barbosa Ferraz;12583
PR;41;2703;Barra do Jacaré;2817
PR;41;2604;Barracão;10187
PR;41;2752;Bela Vista da Caroba;3887
PR;41;2802;Bela Vista do Paraíso;15589
PR;41;2901;Bituruna;16448
PR;41;3008;Boa Esperança;4518
PR;41;3024;Boa Esperança do Iguaçu;2739
PR;41;3040;Boa Ventura de São Roque;6692
PR;41;3057;Boa Vista da Aparecida;7998
PR;41;3107;Bocaiúva do Sul;11996
PR;41;3156;Bom Jesus do Sul;3800
PR;41;3206;Bom Sucesso;6906
PR;41;3222;Bom Sucesso do Sul;3368
PR;41;3305;Borrazópolis;7608
PR;41;3354;Braganey;5770
PR;41;3370;Brasilândia do Sul;3086
PR;41;3404;Cafeara;2853
PR;41;3453;Cafelândia;16321
PR;41;3479;Cafezal do Sul;4310
PR;41;3503;Califórnia;8464
PR;41;3602;Cambará;25051
PR;41;3701;Cambé;103036
PR;41;3800;Cambira;7657
PR;41;3909;Campina da Lagoa;15353
PR;41;3958;Campina do Simão;4113
PR;41;4006;Campina Grande do Sul;41447
PR;41;4055;Campo Bonito;4309
PR;41;4105;Campo do Tenente;7623
PR;41;4204;Campo Largo;122443
PR;41;4253;Campo Magro;27143
PR;41;4303;Campo Mourão;92300
PR;41;4402;Cândido de Abreu;16484
PR;41;4428;Candói;15741
PR;41;4451;Cantagalo;13424
PR;41;4501;Capanema;19229
PR;41;4600;Capitão Leônidas Marques;15659
PR;41;4659;Carambeí;21233
PR;41;4709;Carlópolis;14289
PR;41;4808;Cascavel;309259
PR;41;4907;Castro;70454
PR;41;5003;Catanduvas;10463
PR;41;5102;Centenário do Sul;11346
PR;41;5201;Cerro Azul;17689
PR;41;5300;Céu Azul;11589
PR;41;5409;Chopinzinho;20034
PR;41;5508;Cianorte;76456
PR;41;5607;Cidade Gaúcha;11937
PR;41;5706;Clevelândia;17436
PR;41;5805;Colombo;229872
PR;41;5904;Colorado;23542
PR;41;6001;Congonhinhas;8693
PR;41;6100;Conselheiro Mairinck;3813
PR;41;6209;Contenda;17300
PR;41;6308;Corbélia;17016
PR;41;6407;Cornélio Procópio;48487
PR;41;6456;Coronel Domingos Soares;7553
PR;41;6506;Coronel Vivida;21939
PR;41;6555;Corumbataí do Sul;3817
PR;41;6803;Cruz Machado;18755
PR;41;6571;Cruzeiro do Iguaçu;4380
PR;41;6605;Cruzeiro do Oeste;21149
PR;41;6704;Cruzeiro do Sul;4646
PR;41;6852;Cruzmaltina;3166
PR;41;6902;Curitiba;1864416
PR;41;7009;Curiúva;14720
PR;41;7108;Diamante do Norte;5501
PR;41;7124;Diamante do Sul;3575
PR;41;7157;Diamante D'Oeste;5242
PR;41;7207;Dois Vizinhos;38768
PR;41;7256;Douradina;8120
PR;41;7306;Doutor Camargo;6036
PR;41;28633;Doutor Ulysses;5822
PR;41;7405;Enéas Marques;6209
PR;41;7504;Engenheiro Beltrão;14303
PR;41;7538;Entre Rios do Oeste;4255
PR;41;7520;Esperança Nova;1922
PR;41;7546;Espigão Alto do Iguaçu;4591
PR;41;7553;Farol;3422
PR;41;7603;Faxinal;17084
PR;41;7652;Fazenda Rio Grande;90648
PR;41;7702;Fênix;4912
PR;41;7736;Fernandes Pinheiro;5981
PR;41;7751;Figueira;8315
PR;41;7850;Flor da Serra do Sul;4812
PR;41;7801;Floraí;5137
PR;41;7900;Floresta;6397
PR;41;8007;Florestópolis;11265
PR;41;8106;Flórida;2662
PR;41;8205;Formosa do Oeste;7381
PR;41;8304;Foz do Iguaçu;263647
PR;41;8452;Foz do Jordão;5277
PR;41;8320;Francisco Alves;6448
PR;41;8403;Francisco Beltrão;85486
PR;41;8502;General Carneiro;14039
PR;41;8551;Godoy Moreira;3279
PR;41;8601;Goioerê;29722
PR;41;8650;Goioxim;7553
PR;41;8700;Grandes Rios;6425
PR;41;8809;Guaíra;32394
PR;41;8908;Guairaçá;6500
PR;41;8957;Guamiranga;8415
PR;41;9005;Guapirama;3959
PR;41;9104;Guaporema;2290
PR;41;9203;Guaraci;5404
PR;41;9302;Guaraniaçu;14181
PR;41;9401;Guarapuava;176973
PR;41;9500;Guaraqueçaba;7988
PR;41;9609;Guaratuba;34767
PR;41;9658;Honório Serpa;5834
PR;41;9708;Ibaiti;30464
PR;41;9757;Ibema;6329
PR;41;9807;Ibiporã;51802
PR;41;9906;Icaraíma;8723
PR;41;10003;Iguaraçu;4241
PR;41;10052;Iguatu;2300
PR;41;10078;Imbaú;12246
PR;41;10102;Imbituva;30713
PR;41;10201;Inácio Martins;11294
PR;41;10300;Inajá;3110
PR;41;10409;Indianópolis;4469
PR;41;10508;Ipiranga;14895
PR;41;10607;Iporã;14981
PR;41;10656;Iracema do Oeste;2537
PR;41;10706;Irati;59339
PR;41;10805;Iretama;10730
PR;41;10904;Itaguajé;4649
PR;41;10953;Itaipulândia;10056
PR;41;11001;Itambaracá;6869
PR;41;11100;Itambé;6183
PR;41;11209;Itapejara d'Oeste;11335
PR;41;11258;Itaperuçu;26371
PR;41;11308;Itaúna do Sul;3411
PR;41;11407;Ivaí;13541
PR;41;11506;Ivaiporã;32705
PR;41;11555;Ivaté;7958
PR;41;11605;Ivatuba;3180
PR;41;11704;Jaboti;5166
PR;41;11803;Jacarezinho;40232
PR;41;11902;Jaguapitã;13059
PR;41;12009;Jaguariaíva;34285
PR;41;12108;Jandaia do Sul;21131
PR;41;12207;Janiópolis;6226
PR;41;12306;Japira;5065
PR;41;12405;Japurá;9095
PR;41;12504;Jardim Alegre;12280
PR;41;12603;Jardim Olinda;1416
PR;41;12702;Jataizinho;12447
PR;41;12751;Jesuítas;9017
PR;41;12801;Joaquim Távora;11447
PR;41;12900;Jundiaí do Sul;3469
PR;41;12959;Juranda;7726
PR;41;13007;Jussara;6931
PR;41;13106;Kaloré;4473
PR;41;13205;Lapa;47294
PR;41;13254;Laranjal;6337
PR;41;13304;Laranjeiras do Sul;32036
PR;41;13403;Leópolis;4182
PR;41;13429;Lidianópolis;3831
PR;41;13452;Lindoeste;5247
PR;41;13502;Loanda;22448
PR;41;13601;Lobato;4658
PR;41;13700;Londrina;543003
PR;41;13734;Luiziana;7479
PR;41;13759;Lunardelli;5159
PR;41;13809;Lupionópolis;4832
PR;41;13908;Mallet;13522
PR;41;14005;Mamborê;14017
PR;41;14104;Mandaguaçu;21419
PR;41;14203;Mandaguari;34150
PR;41;14302;Mandirituba;24516
PR;41;14351;Manfrinópolis;3003
PR;41;14401;Mangueirinha;17367
PR;41;14500;Manoel Ribas;13635
PR;41;14609;Marechal Cândido Rondon;50299
PR;41;14708;Maria Helena;6007
PR;41;14807;Marialva;34096
PR;41;14906;Marilândia do Sul;9083
PR;41;15002;Marilena;7117
PR;41;15101;Mariluz;10534
PR;41;15200;Maringá;391698
PR;41;15309;Mariópolis;6558
PR;41;15358;Maripá;5802
PR;41;15408;Marmeleiro;14434
PR;41;15457;Marquinho;4917
PR;41;15507;Marumbi;4750
PR;41;15606;Matelândia;17186
PR;41;15705;Matinhos;32148
PR;41;15739;Mato Rico;3716
PR;41;15754;Mauá da Serra;9534
PR;41;15804;Medianeira;44523
PR;41;15853;Mercedes;5357
PR;41;15903;Mirador;2345
PR;41;16000;Miraselva;1890
PR;41;16059;Missal;10830
PR;41;16109;Moreira Sales;12754
PR;41;16208;Morretes;16381
PR;41;16307;Munhoz de Melo;3883
PR;41;16406;Nossa Senhora das Graças;4059
PR;41;16505;Nova Aliança do Ivaí;1509
PR;41;16604;Nova América da Colina;3556
PR;41;16703;Nova Aurora;11659
PR;41;16802;Nova Cantu;6833
PR;41;16901;Nova Esperança;27783
PR;41;16950;Nova Esperança do Sudoeste;5211
PR;41;17008;Nova Fátima;8361
PR;41;17057;Nova Laranjeiras;11988
PR;41;17107;Nova Londrina;13461
PR;41;17206;Nova Olímpia;5758
PR;41;17255;Nova Prata do Iguaçu;10710
PR;41;17214;Nova Santa Bárbara;4135
PR;41;17222;Nova Santa Rosa;8044
PR;41;17271;Nova Tebas;6943
PR;41;17297;Novo Itacolomi;2906
PR;41;17305;Ortigueira;23530
PR;41;17404;Ourizona;3485
PR;41;17453;Ouro Verde do Oeste;5952
PR;41;17503;Paiçandu;38846
PR;41;17602;Palmas;46996
PR;41;17701;Palmeira;33613
PR;41;17800;Palmital;14626
PR;41;17909;Palotina;30598
PR;41;18006;Paraíso do Norte;12839
PR;41;18105;Paranacity;10968
PR;41;18204;Paranaguá;149467
PR;41;18303;Paranapoema;3016
PR;41;18402;Paranavaí;86218
PR;41;18451;Pato Bragado;5239
PR;41;18501;Pato Branco;78136
PR;41;18600;Paula Freitas;5737
PR;41;18709;Paulo Frontin;7256
PR;41;18808;Peabiru;14116
PR;41;18857;Perobal;5960
PR;41;18907;Pérola;10852
PR;41;19004;Pérola d'Oeste;6783
PR;41;19103;Piên;12086
PR;41;19152;Pinhais;125808
PR;41;19251;Pinhal de São Bento;2732
PR;41;19202;Pinhalão;6417
PR;41;19301;Pinhão;31800
PR;41;19400;Piraí do Sul;24786
PR;41;19509;Piraquara;102798
PR;41;19608;Pitanga;32626
PR;41;19657;Pitangueiras;3039
PR;41;19707;Planaltina do Paraná;4264
PR;41;19806;Planalto;13944
PR;41;19905;Ponta Grossa;334535
PR;41;19954;Pontal do Paraná;23816
PR;41;20002;Porecatu;14086
PR;41;20101;Porto Amazonas;4755
PR;41;20150;Porto Barreiro;3601
PR;41;20200;Porto Rico;2606
PR;41;20309;Porto Vitória;4141
PR;41;20333;Prado Ferreira;3641
PR;41;20358;Pranchita;5600
PR;41;20408;Presidente Castelo Branco;5101
PR;41;20507;Primeiro de Maio;11222
PR;41;20606;Prudentópolis;51281
PR;41;20655;Quarto Centenário;4855
PR;41;20705;Quatiguá;7377
PR;41;20804;Quatro Barras;21738
PR;41;20853;Quatro Pontes;3981
PR;41;20903;Quedas do Iguaçu;32693
PR;41;21000;Querência do Norte;12210
PR;41;21109;Quinta do Sol;5030
PR;41;21208;Quitandinha;18257
PR;41;21257;Ramilândia;4359
PR;41;21307;Rancho Alegre;4004
PR;41;21356;Rancho Alegre D'Oeste;2850
PR;41;21406;Realeza;16978
PR;41;21505;Rebouças;14812
PR;41;21604;Renascença;6986
PR;41;21703;Reserva;26397
PR;41;21752;Reserva do Iguaçu;7757
PR;41;21802;Ribeirão Claro;10952
PR;41;21901;Ribeirão do Pinhal;13692
PR;41;22008;Rio Azul;14913
PR;41;22107;Rio Bom;3372
PR;41;22156;Rio Bonito do Iguaçu;13532
PR;41;22172;Rio Branco do Ivaí;4072
PR;41;22206;Rio Branco do Sul;32092
PR;41;22305;Rio Negro;33157
PR;41;22404;Rolândia;62590
PR;41;22503;Roncador;11212
PR;41;22602;Rondon;9441
PR;41;22651;Rosário do Ivaí;5437
PR;41;22701;Sabáudia;6524
PR;41;22800;Salgado Filho;4213
PR;41;22909;Salto do Itararé;5223
PR;41;23006;Salto do Lontra;14450
PR;41;23105;Santa Amélia;3726
PR;41;23204;Santa Cecília do Pavão;3625
PR;41;23303;Santa Cruz de Monte Castelo;8194
PR;41;23402;Santa Fé;11297
PR;41;23501;Santa Helena;25159
PR;41;23600;Santa Inês;1784
PR;41;23709;Santa Isabel do Ivaí;8915
PR;41;23808;Santa Izabel do Oeste;14039
PR;41;23824;Santa Lúcia;3986
PR;41;23857;Santa Maria do Oeste;11159
PR;41;23907;Santa Mariana;12496
PR;41;23956;Santa Mônica;3815
PR;41;24020;Santa Tereza do Oeste;10528
PR;41;24053;Santa Terezinha de Itaipu;22353
PR;41;24004;Santana do Itararé;5291
PR;41;24103;Santo Antônio da Platina;45031
PR;41;24202;Santo Antônio do Caiuá;2765
PR;41;24301;Santo Antônio do Paraíso;2359
PR;41;24400;Santo Antônio do Sudoeste;19855
PR;41;24509;Santo Inácio;5468
PR;41;24608;São Carlos do Ivaí;6713
PR;41;24707;São Jerônimo da Serra;11570
PR;41;24806;São João;10743
PR;41;24905;São João do Caiuá;6044
PR;41;25001;São João do Ivaí;11342
PR;41;25100;São João do Triunfo;14583
PR;41;25308;São Jorge do Ivaí;5673
PR;41;25357;São Jorge do Patrocínio;6051
PR;41;25209;São Jorge d'Oeste;9307
PR;41;25407;São José da Boa Vista;6567
PR;41;25456;São José das Palmeiras;3864
PR;41;25506;São José dos Pinhais;292934
PR;41;25555;São Manoel do Paraná;2175
PR;41;25605;São Mateus do Sul;44179
PR;41;25704;São Miguel do Iguaçu;27061
PR;41;25753;São Pedro do Iguaçu;6440
PR;41;25803;São Pedro do Ivaí;10733
PR;41;25902;São Pedro do Paraná;2490
PR;41;26009;São Sebastião da Amoreira;8935
PR;41;26108;São Tomé;5626
PR;41;26207;Sapopema;6910
PR;41;26256;Sarandi;89388
PR;41;26272;Saudade do Iguaçu;5333
PR;41;26306;Sengés;19229
PR;41;26355;Serranópolis do Iguaçu;4659
PR;41;26405;Sertaneja;5771
PR;41;26504;Sertanópolis;16315
PR;41;26603;Siqueira Campos;19881
PR;41;26652;Sulina;3329
PR;41;26678;Tamarana;13518
PR;41;26702;Tamboara;4954
PR;41;26801;Tapejara;15572
PR;41;26900;Tapira;5878
PR;41;27007;Teixeira Soares;11321
PR;41;27106;Telêmaco Borba;75054
PR;41;27205;Terra Boa;16674
PR;41;27304;Terra Rica;16197
PR;41;27403;Terra Roxa;17461
PR;41;27502;Tibagi;20283
PR;41;27601;Tijucas do Sul;15776
PR;41;27700;Toledo;130295
PR;41;27809;Tomazina;8696
PR;41;27858;Três Barras do Paraná;12212
PR;41;27882;Tunas do Paraná;7347
PR;41;27908;Tuneiras do Oeste;8873
PR;41;27957;Tupãssi;8252
PR;41;27965;Turvo;13860
PR;41;28005;Ubiratã;21916
PR;41;28104;Umuarama;107319
PR;41;28203;União da Vitória;55874
PR;41;28302;Uniflor;2581
PR;41;28401;Uraí;11711
PR;41;28534;Ventania;10934
PR;41;28559;Vera Cruz do Oeste;9038
PR;41;28609;Verê;7853
PR;41;28658;Virmond;4080
PR;41;28708;Vitorino;6801
PR;41;28500;Wenceslau Braz;19843
PR;41;28807;Xambrê;6047
SC;42;51;Abdon Batista;2643
SC;42;101;Abelardo Luz;17651
SC;42;200;Agrolândia;10115
SC;42;309;Agronômica;5239
SC;42;408;Água Doce;7121
SC;42;507;Águas de Chapecó;6346
SC;42;556;Águas Frias;2419
SC;42;606;Águas Mornas;6020
SC;42;705;Alfredo Wagner;9794
SC;42;754;Alto Bela Vista;1997
SC;42;804;Anchieta;6066
SC;42;903;Angelina;5109
SC;42;1000;Anita Garibaldi;8055
SC;42;1109;Anitápolis;3256
SC;42;1208;Antônio Carlos;8012
SC;42;1257;Apiúna;10211
SC;42;1273;Arabutã;4273
SC;42;1307;Araquari;31030
SC;42;1406;Araranguá;65090
SC;42;1505;Armazém;8251
SC;42;1604;Arroio Trinta;3563
SC;42;1653;Arvoredo;2276
SC;42;1703;Ascurra;7732
SC;42;1802;Atalanta;3296
SC;42;1901;Aurora;5668
SC;42;1950;Balneário Arroio do Silva;11248
SC;42;2057;Balneário Barra do Sul;9580
SC;42;2008;Balneário Camboriú;124557
SC;42;2073;Balneário Gaivota;9551
SC;42;12809;Balneário Piçarras;19976
SC;42;2081;Bandeirante;2836
SC;42;2099;Barra Bonita;1815
SC;42;2107;Barra Velha;25662
SC;42;2131;Bela Vista do Toldo;6219
SC;42;2156;Belmonte;2696
SC;42;2206;Benedito Novo;11037
SC;42;2305;Biguaçu;63440
SC;42;2404;Blumenau;334002
SC;42;2438;Bocaina do Sul;3408
SC;42;2503;Bom Jardim da Serra;4598
SC;42;2537;Bom Jesus;2771
SC;42;2578;Bom Jesus do Oeste;2158
SC;42;2602;Bom Retiro;9498
SC;42;2453;Bombinhas;16897
SC;42;2701;Botuverá;4864
SC;42;2800;Braço do Norte;31319
SC;42;2859;Braço do Trombudo;3627
SC;42;2875;Brunópolis;2690
SC;42;2909;Brusque;119719
SC;42;3006;Caçador;75048
SC;42;3105;Caibi;6259
SC;42;3154;Calmon;3407
SC;42;3204;Camboriú;72261
SC;42;3303;Campo Alegre;11982
SC;42;3402;Campo Belo do Sul;7358
SC;42;3501;Campo Erê;9098
SC;42;3600;Campos Novos;34721
SC;42;3709;Canelinha;11452
SC;42;3808;Canoinhas;54079
SC;42;3253;Capão Alto;2682
SC;42;3907;Capinzal;21928
SC;42;3956;Capivari de Baixo;23342
SC;42;4004;Catanduvas;10244
SC;42;4103;Caxambu do Sul;4118
SC;42;4152;Celso Ramos;2784
SC;42;4178;Cerro Negro;3417
SC;42;4194;Chapadão do Lageado;2892
SC;42;4202;Chapecó;202009
SC;42;4251;Cocal do Sul;16009
SC;42;4301;Concórdia;72073
SC;42;4350;Cordilheira Alta;4114
SC;42;4400;Coronel Freitas;10236
SC;42;4459;Coronel Martins;2527
SC;42;4558;Correia Pinto;14063
SC;42;4509;Corupá;14925
SC;42;4608;Criciúma;204667
SC;42;4707;Cunha Porã;10944
SC;42;4756;Cunhataí;1937
SC;42;4806;Curitibanos;39061
SC;42;4905;Descanso;8558
SC;42;5001;Dionísio Cerqueira;15283
SC;42;5100;Dona Emma;3955
SC;42;5159;Doutor Pedrinho;3883
SC;42;5175;Entre Rios;3135
SC;42;5191;Ermo;2079
SC;42;5209;Erval Velho;4456
SC;42;5308;Faxinal dos Guedes;10784
SC;42;5357;Flor do Sertão;1603
SC;42;5407;Florianópolis;461524
SC;42;5431;Formosa do Sul;2589
SC;42;5456;Forquilhinha;24694
SC;42;5506;Fraiburgo;35781
SC;42;5555;Frei Rogério;2301
SC;42;5605;Galvão;3297
SC;42;5704;Garopaba;20545
SC;42;5803;Garuva;16435
SC;42;5902;Gaspar;63826
SC;42;6009;Governador Celso Ramos;13801
SC;42;6108;Grão Pará;6448
SC;42;6207;Gravatal;11148
SC;42;6306;Guabiruba;21046
SC;42;6405;Guaraciaba;10433
SC;42;6504;Guaramirim;39869
SC;42;6603;Guarujá do Sul;5076
SC;42;6652;Guatambú;4743
SC;42;6702;Herval d'Oeste;22083
SC;42;6751;Ibiam;1971
SC;42;6801;Ibicaré;3336
SC;42;6900;Ibirama;18255
SC;42;7007;Içara;52284
SC;42;7106;Ilhota;13309
SC;42;7205;Imaruí;11117
SC;42;7304;Imbituba;42708
SC;42;7403;Imbuia;5993
SC;42;7502;Indaial;61968
SC;42;7577;Iomerê;2861
SC;42;7601;Ipira;4675
SC;42;7650;Iporã do Oeste;8769
SC;42;7684;Ipuaçu;7193
SC;42;7700;Ipumirim;7467
SC;42;7759;Iraceminha;4175
SC;42;7809;Irani;10033
SC;42;7858;Irati;2046
SC;42;7908;Irineópolis;10916
SC;42;8005;Itá;6383
SC;42;8104;Itaiópolis;21139
SC;42;8203;Itajaí;201557
SC;42;8302;Itapema;55016
SC;42;8401;Itapiranga;16253
SC;42;8450;Itapoá;17521
SC;42;8500;Ituporanga;23777
SC;42;8609;Jaborá;4040
SC;42;8708;Jacinto Machado;10642
SC;42;8807;Jaguaruna;18704
SC;42;8906;Jaraguá do Sul;160143
SC;42;8955;Jardinópolis;1697
SC;42;9003;Joaçaba;28705
SC;42;9102;Joinville;554601
SC;42;9151;José Boiteux;4850
SC;42;9177;Jupiá;2150
SC;42;9201;Lacerdópolis;2244
SC;42;9300;Lages;158846
SC;42;9409;Laguna;44316
SC;42;9458;Lajeado Grande;1479
SC;42;9508;Laurentino;6500
SC;42;9607;Lauro Muller;14919
SC;42;9706;Lebon Régis;12091
SC;42;9805;Leoberto Leal;3258
SC;42;9854;Lindóia do Sul;4659
SC;42;9904;Lontras;11200
SC;42;10001;Luiz Alves;11653
SC;42;10035;Luzerna;5700
SC;42;10050;Macieira;1823
SC;42;10100;Mafra;55012
SC;42;10209;Major Gercino;3389
SC;42;10308;Major Vieira;7841
SC;42;10407;Maracajá;6873
SC;42;10506;Maravilha;23975
SC;42;10555;Marema;2046
SC;42;10605;Massaranduba;15806
SC;42;10704;Matos Costa;2729
SC;42;10803;Meleiro;7076
SC;42;10852;Mirim Doce;2450
SC;42;10902;Modelo;4158
SC;42;11009;Mondaí;11034
SC;42;11058;Monte Carlo;9650
SC;42;11108;Monte Castelo;8476
SC;42;11207;Morro da Fumaça;17052
SC;42;11256;Morro Grande;2925
SC;42;11306;Navegantes;70565
SC;42;11405;Nova Erechim;4654
SC;42;11454;Nova Itaberaba;4338
SC;42;11504;Nova Trento;13379
SC;42;11603;Nova Veneza;14285
SC;42;11652;Novo Horizonte;2643
SC;42;11702;Orleans;22311
SC;42;11751;Otacílio Costa;17593
SC;42;11801;Ouro;7418
SC;42;11850;Ouro Verde;2272
SC;42;11876;Paial;1668
SC;42;11892;Painel;2383
SC;42;11900;Palhoça;154244
SC;42;12007;Palma Sola;7699
SC;42;12056;Palmeira;2512
SC;42;12106;Palmitos;16266
SC;42;12205;Papanduva;18681
SC;42;12239;Paraíso;3838
SC;42;12254;Passo de Torres;7681
SC;42;12270;Passos Maia;4351
SC;42;12304;Paulo Lopes;7124
SC;42;12403;Pedras Grandes;4089
SC;42;12502;Penha;28718
SC;42;12601;Peritiba;2931
SC;42;12650;Pescaria Brava;9761
SC;42;12700;Petrolândia;6110
SC;42;12908;Pinhalzinho;18284
SC;42;13005;Pinheiro Preto;3353
SC;42;13104;Piratuba;4424
SC;42;13153;Planalto Alegre;2782
SC;42;13203;Pomerode;30598
SC;42;13302;Ponte Alta;4855
SC;42;13351;Ponte Alta do Norte;3389
SC;42;13401;Ponte Serrada;11405
SC;42;13500;Porto Belo;18630
SC;42;13609;Porto União;34717
SC;42;13708;Pouso Redondo;16154
SC;42;13807;Praia Grande;7374
SC;42;13906;Presidente Castello Branco;1670
SC;42;14003;Presidente Getúlio;16210
SC;42;14102;Presidente Nereu;2312
SC;42;14151;Princesa;2862
SC;42;14201;Quilombo;10201
SC;42;14300;Rancho Queimado;2838
SC;42;14409;Rio das Antas;6245
SC;42;14508;Rio do Campo;6149
SC;42;14607;Rio do Oeste;7355
SC;42;14805;Rio do Sul;66251
SC;42;14706;Rio dos Cedros;11019
SC;42;14904;Rio Fortuna;4569
SC;42;15000;Rio Negrinho;41386
SC;42;15059;Rio Rufino;2484
SC;42;15075;Riqueza;4775
SC;42;15109;Rodeio;11325
SC;42;15208;Romelândia;5320
SC;42;15307;Salete;7573
SC;42;15356;Saltinho;3923
SC;42;15406;Salto Veloso;4536
SC;42;15455;Sangão;11532
SC;42;15505;Santa Cecília;16413
SC;42;15554;Santa Helena;2331
SC;42;15604;Santa Rosa de Lima;2122
SC;42;15653;Santa Rosa do Sul;8285
SC;42;15679;Santa Terezinha;8873
SC;42;15687;Santa Terezinha do Progresso;2720
SC;42;15695;Santiago do Sul;1389
SC;42;15703;Santo Amaro da Imperatriz;21572
SC;42;15802;São Bento do Sul;79971
